Juistheid;Maximale afwijking;Gemiddelde absolute afwijking;onderwerp;jaarlijks_seizoenspatroon;wekelijks_seizoenspatroon;graad
0,9980248575062455;1,0446727641062292;0,27702097135263676;Ziekteverzuim;True;True;1
0,9859974644687767;1,046875;0,2830890410958904;Ziekteverzuim;True;True;2
0,9943233665552004;0,83154296875;0,2380613762842466;Ziekteverzuim;True;True;3
0,9967213859831452;0,734375;0,2150633561643836;Ziekteverzuim;True;True;4
0,9905675744812291;0,8268749999999994;0,21838869863013696;Ziekteverzuim;True;True;5
0,9755569752447844;0,9479687499999994;0,26961536815068493;Ziekteverzuim;True;True;6
0,9692052010566853;0,9362499999999994;0,29515753424657537;Ziekteverzuim;True;True;7
0,9593812241982342;1,0065624999999994;0,36348801369863015;Ziekteverzuim;True;True;8
0,9664852565938286;0,9674999999999994;0,3154914383561644;Ziekteverzuim;True;True;9
0,9840423472728554;0,8883984374999994;0,22335466609589044;Ziekteverzuim;True;True;10
0,9820822024531581;0,8737499999999994;0,23368621575342466;Ziekteverzuim;True;True;11
0,9765141091211548;0,9323437499999994;0,25648330479452053;Ziekteverzuim;True;True;12
0,9801076032151045;0,8893749999999994;0,2405933219178082;Ziekteverzuim;True;True;13
0,969919123632888;1,1003124999999994;0,2919195205479452;Ziekteverzuim;True;True;14
0,9797028795011304;0,9049999999999994;0,24610273972602736;Ziekteverzuim;True;True;15
0,9638910027253738;1,0924999999999994;0,32927226027397255;Ziekteverzuim;True;True;16
0,9757612224606874;0,9049999999999994;0,2649212328767123;Ziekteverzuim;True;True;17
0,9666913891686477;1,0612499999999994;0,3120719178082192;Ziekteverzuim;True;True;18
0,9535278132169386;1,1159374999999994;0,4062966609589041;Ziekteverzuim;True;True;19
0,8702414546484198;1,9049999999999994;1,1048424657534248;Ziekteverzuim;True;True;20
0,974929150725747;0,9753124999999994;0,26500770547945207;Ziekteverzuim;True;True;21
0,984946691099577;0,8737499999999994;0,22460787671232874;Ziekteverzuim;True;True;22
0,989495433710981;0,8034374999999994;0,20886601027397256;Ziekteverzuim;True;True;23
0,9980245807705739;1,0448629830772411;0,2770314965666913;Ziekteverzuim;True;False;1
0,9853840943680955;1,03125;0,2915376712328767;Ziekteverzuim;True;False;2
0,9944143351228987;0,83203125;0,23810081335616437;Ziekteverzuim;True;False;3
0,9956630711782813;0,734375;0,2161275684931507;Ziekteverzuim;True;False;4
0,9904286863744151;0,8151562499999994;0,22005971746575342;Ziekteverzuim;True;False;5
0,9762099378827022;0,9518749999999994;0,26720419520547944;Ziekteverzuim;True;False;6
0,9709925213090801;0,9049999999999994;0,28304880136986305;Ziekteverzuim;True;False;7
0,9594616661786515;1,0143749999999994;0,3629409246575342;Ziekteverzuim;True;False;8
0,9661458919889435;0,9850781249999994;0,31752568493150685;Ziekteverzuim;True;False;9
0,9821015568407805;0,8867504882812494;0,23033234227846747;Ziekteverzuim;True;False;10
0,983340365303121;0,8620312499999994;0,2290102739726027;Ziekteverzuim;True;False;11
0,9764429368220746;0,9479687499999994;0,25609861943493145;Ziekteverzuim;True;False;12
0,9811558627724162;0,8893749999999994;0,23610873287671233;Ziekteverzuim;True;False;13
0,9672951753615057;1,0553906249999994;0,3078272688356164;Ziekteverzuim;True;False;14
0,9740769684957022;1,0143749999999994;0,2711934931506849;Ziekteverzuim;True;False;15
0,9736813573498223;1,0104687499999994;0,2708504922945205;Ziekteverzuim;True;False;16
0,987284536155452;0,8893749999999994;0,21944178082191781;Ziekteverzuim;True;False;17
0,9564827598130161;1,1368115234374994;0,38250911012414385;Ziekteverzuim;True;False;18
0,9834987354520673;0,9049999999999994;0,22854280821917808;Ziekteverzuim;True;False;19
0,9470937116895063;1,2331249999999994;0,4538822773972603;Ziekteverzuim;True;False;20
0,9804922164339743;0,9049999999999994;0,23810787671232875;Ziekteverzuim;True;False;21
1,0259799567745012;0,5036328124999994;0,28226744434931506;Ziekteverzuim;True;False;22
0,974661429759671;1,0417187499999994;0,2702846746575342;Ziekteverzuim;True;False;23
1,006147418899065;1,4321120495847612;0,5622244344387993;Ziekteverzuim;False;True;1
1,021354228674026;1,3046875;0,5767731164383563;Ziekteverzuim;False;True;2
1,0309896696408742;1,21875;0,5946284246575343;Ziekteverzuim;False;True;3
1,0745722547967547;0,849609375;0,7549449914383562;Ziekteverzuim;False;True;4
1,0525840993253326;1,03662109375;0,6586329730308218;Ziekteverzuim;False;True;5
1,0643529810189096;0,921875;0,704992294520548;Ziekteverzuim;False;True;6
1,0079832632415537;1,421875;0,5630633561643835;Ziekteverzuim;False;True;7
0,9328768485567095;2,05859375;0,7092196061643836;Ziekteverzuim;False;True;8
0,9298640450088964;2,078125;0,7243270547945206;Ziekteverzuim;False;True;9
0,8250663696614675;2,974609375;1,489490368150685;Ziekteverzuim;False;True;10
0,9201965529404756;2,162109375;0,7761731592465753;Ziekteverzuim;False;True;11
1,065383643893005;0,96875;0,7103801369863015;Ziekteverzuim;False;True;12
1,0450096502410338;1,09991455078125;0,6330169560680651;Ziekteverzuim;False;True;13
1,0581866004575533;0,9921875;0,679742294520548;Ziekteverzuim;False;True;14
1,0554289488163762;1,03125;0,6681883561643835;Ziekteverzuim;False;True;15
1,0609442520987307;0,953125;0,6901352739726029;Ziekteverzuim;False;True;16
1,0527441977199519;1,25;0,6665205479452054;Ziekteverzuim;False;True;17
1,058566186052647;1,03125;0,6836609589041096;Ziekteverzuim;False;True;18
1,056766296740812;0,9912500000000009;0,675722602739726;Ziekteverzuim;False;True;19
1,0573344182275086;1,0;0,6761147260273972;Ziekteverzuim;False;True;20
1,0612107161588626;0,9375;0,695609589041096;Ziekteverzuim;False;True;21
0,9427096237567687;1,96875;0,6674006849315068;Ziekteverzuim;False;True;22
0,8928883859477508;2,4296875;0,9520025684931507;Ziekteverzuim;False;True;23
1,0061467512596909;1,4330601151578133;0,5622091472144221;Ziekteverzuim;False;False;1
1,020908825951487;1,3073669135430244;0,5761112829421247;Ziekteverzuim;False;False;2
1,0305738438513148;1,2250731256536405;0,5935015152408333;Ziekteverzuim;False;False;3
1,074669888079913;0,8496128266536687;0,755469423715704;Ziekteverzuim;False;False;4
1,0524868787470751;1,0384923386943683;0,6583032114514017;Ziekteverzuim;False;False;5
1,0649766901606919;0,9321465562134108;0,7080586891462601;Ziekteverzuim;False;False;6
1,0124123320041554;1,3797111841849983;0,5664175865206715;Ziekteverzuim;False;False;7
0,9323471901544375;2,0614340603351593;0,7114708232585699;Ziekteverzuim;False;False;8
0,9287092716101791;2,0924094915390015;0,7297460729128694;Ziekteverzuim;False;False;9
0,8251743162789879;2,973968505859375;1,4885712455854025;Ziekteverzuim;False;False;10
0,9199498851489619;2,1669921875;0,7776741224315068;Ziekteverzuim;False;False;11
1,0680181187516686;0,90625;0,7224349315068493;Ziekteverzuim;False;False;12
1,0441620439341914;1,109375;0,6303202054794521;Ziekteverzuim;False;False;13
1,0574663933516306;0,99609375;0,676566352739726;Ziekteverzuim;False;False;14
0,9744289021600275;1,703125;0,5794537671232877;Ziekteverzuim;False;False;15
1,0570076226820637;1,0;0,6748219178082191;Ziekteverzuim;False;False;16
0,9689236541252251;1,75;0,5885479452054795;Ziekteverzuim;False;False;17
1,0574663933516306;0,99609375;0,676566352739726;Ziekteverzuim;False;False;18
0,9652534887686901;1,78125;0,596126712328767;Ziekteverzuim;False;False;19
1,0574663933516306;0,99609375;0,676566352739726;Ziekteverzuim;False;False;20
1,0588427053603313;0,984375;0,6819229452054795;Ziekteverzuim;False;False;21
1,0565488520124968;1,00390625;0,6730988869863013;Ziekteverzuim;False;False;22
1,0574663933516306;0,99609375;0,676566352739726;Ziekteverzuim;False;False;23
